,date,precipitation,precipitation_normal
2463,19550605,1.67,2.05
2464,19550606,1.67,2.06
2465,19550607,1.67,2.06
2466,19550608,1.67,2.06
2467,19550609,1.67,2.06
2468,19550610,1.67,2.06
2469,19550611,1.67,2.06
2470,19550612,1.67,2.06
2471,19550613,2.06,2.06
2472,19550614,2.06,2.06
2473,19550615,2.06,2.06
2474,19550616,2.06,2.06
2475,19550617,2.06,2.06
2476,19550618,2.06,2.06
2477,19550619,2.06,2.06
2478,19550620,2.06,2.06
2479,19550621,2.06,2.07
2480,19550622,2.06,2.07
2481,19550623,2.06,2.07
2482,19550624,2.06,2.07
2483,19550625,2.06,2.07
2484,19550626,2.06,2.08
2485,19550627,2.06,2.08
2486,19550628,2.06,2.08
2487,19550629,2.06,2.09
2488,19550630,2.06,2.09
2489,19550701,2.06,2.1
2490,19550702,2.06,2.11
2491,19550703,2.06,2.11
2492,19550704,2.06,2.12
2493,19550705,2.06,2.13
2494,19550706,2.06,2.14
2495,19550707,2.06,2.15
2496,19550708,2.06,2.17
2497,19550709,2.06,2.18
2498,19550710,2.06,2.19
2499,19550711,2.06,2.2
2500,19550712,2.06,2.21
2501,19550713,2.06,2.23
2502,19550714,2.06,2.24
2503,19550715,2.23,2.25
2504,19550716,2.23,2.27
2505,19550717,2.23,2.28
2506,19550718,2.23,2.3
2507,19550719,2.23,2.31
2508,19550720,2.29,2.32
2509,19550721,2.29,2.34
2510,19550722,2.29,2.35
2511,19550723,3.42,2.37
2512,19550724,3.58,2.38
2513,19550725,3.61,2.39
2514,19550726,3.61,2.4
2515,19550727,3.61,2.42
2516,19550728,3.61,2.43
2517,19550729,3.61,2.44
2518,19550730,3.61,2.46
2519,19550731,3.61,2.47
2520,19550801,3.61,2.48
2521,19550802,3.61,2.49
2522,19550803,3.64,2.5
2523,19550804,4.93,2.51
2524,19550805,4.93,2.52
2525,19550806,4.93,2.53
2526,19550807,4.93,2.54
2527,19550808,4.93,2.55
2528,19550809,4.98,2.56
2529,19550810,4.98,2.57
2530,19550811,4.99,2.58
2531,19550812,4.99,2.59
2532,19550813,5.34,2.6
2533,19550814,5.34,2.61
2534,19550815,5.34,2.62
2535,19550816,5.35,2.63
2536,19550817,5.35,2.64
2537,19550818,5.35,2.65
2538,19550819,5.35,2.66
2539,19550820,5.35,2.67
2540,19550821,5.35,2.68
2541,19550822,5.35,2.69
2542,19550823,5.35,2.7
2543,19550824,5.35,2.71
2544,19550825,5.35,2.72
2545,19550826,5.35,2.73
2546,19550827,5.35,2.74
2547,19550828,5.35,2.75
2548,19550829,5.35,2.77
2549,19550830,5.35,2.78
2550,19550831,5.35,2.79
2551,19550901,5.35,2.8
2552,19550902,5.35,2.82
2553,19550903,5.35,2.83
2554,19550904,5.35,2.84
2555,19550905,5.35,2.86
2556,19550906,5.35,2.87
2557,19550907,5.35,2.88
2558,19550908,5.35,2.89
2559,19550909,5.35,2.9
2560,19550910,5.35,2.92
2561,19550911,5.35,2.93
2562,19550912,5.35,2.94
2563,19550913,5.35,2.95
2564,19550914,5.35,2.96
2565,19550915,5.35,2.98
2566,19550916,5.35,2.99
2567,19550917,5.35,3.0
2568,19550918,5.35,3.01
2569,19550919,5.35,3.02
2570,19550920,5.35,3.03
2571,19550921,5.35,3.04
2572,19550922,5.35,3.05
2573,19550923,5.35,3.06
2574,19550924,5.35,3.07
2575,19550925,5.35,3.08
2576,19550926,5.35,3.08
2577,19550927,5.35,3.09
2578,19550928,5.35,3.1
2579,19550929,5.35,3.1
2580,19550930,5.35,3.11
2581,19551001,5.35,3.12
2582,19551002,5.35,3.12
2583,19551003,5.35,3.13
2584,19551004,5.35,3.14
2585,19551005,5.35,3.15
2586,19551006,5.35,3.16
2587,19551007,5.35,3.17
2588,19551008,5.35,3.18
2589,19551009,5.35,3.19
2590,19551010,5.35,3.2
2591,19551011,5.35,3.21
2592,19551012,5.35,3.22
2593,19551013,5.35,3.23
2594,19551014,5.35,3.24
2595,19551015,5.35,3.26
2596,19551016,5.35,3.27
2597,19551017,5.35,3.28
2598,19551018,5.35,3.29
2599,19551019,5.35,3.3
2600,19551020,5.35,3.31
2601,19551021,5.35,3.32
2602,19551022,5.35,3.33
2603,19551023,5.35,3.34
2604,19551024,5.35,3.36
2605,19551025,5.35,3.37
2606,19551026,5.35,3.38
2607,19551027,5.35,3.39
2608,19551028,5.35,3.4
2609,19551029,5.35,3.41
2610,19551030,5.35,3.42
2611,19551031,5.35,3.43
2612,19551101,5.35,3.44
2613,19551102,5.35,3.45
2614,19551103,5.35,3.46
2615,19551104,5.35,3.46
2616,19551105,5.35,3.47
2617,19551106,5.35,3.48
2618,19551107,5.35,3.49
2619,19551108,5.35,3.5
2620,19551109,5.35,3.51
2621,19551110,5.35,3.52
2622,19551111,5.35,3.52
2623,19551112,5.35,3.53
2624,19551113,5.35,3.54
2625,19551114,5.37,3.55
2626,19551115,5.37,3.56
2627,19551116,5.37,3.57
2628,19551117,5.37,3.58
2629,19551118,5.37,3.59
2630,19551119,5.37,3.6
2631,19551120,5.37,3.61
2632,19551121,5.38,3.62
2633,19551122,5.38,3.63
2634,19551123,5.38,3.65
2635,19551124,5.38,3.66
2636,19551125,5.38,3.67
2637,19551126,5.38,3.68
2638,19551127,5.38,3.69
2639,19551128,5.38,3.71
2640,19551129,5.38,3.72
2641,19551130,5.38,3.73
2642,19551201,5.38,3.74
2643,19551202,5.40,3.75
2644,19551203,5.40,3.77
2645,19551204,5.40,3.78
2646,19551205,5.40,3.79
2647,19551206,5.40,3.8
2648,19551207,5.40,3.81
2649,19551208,5.40,3.82
2650,19551209,5.40,3.83
2651,19551210,5.40,3.85
2652,19551211,5.40,3.86
2653,19551212,5.40,3.87
2654,19551213,5.40,3.88
2655,19551214,5.40,3.9
2656,19551215,5.40,3.91
2657,19551216,5.40,3.93
2658,19551217,5.40,3.94
2659,19551218,5.40,3.96
2660,19551219,5.40,3.97
2661,19551220,5.40,3.98
2662,19551221,5.40,4.0
2663,19551222,5.40,4.02
2664,19551223,5.40,4.03
2665,19551224,5.40,4.05
2666,19551225,5.40,4.07
2667,19551226,5.40,4.08
2668,19551227,5.40,4.1
2669,19551228,5.40,4.12
2670,19551229,5.40,4.14
2671,19551230,5.40,4.16
2672,19551231,5.40,4.18
2673,19560101,0.00,0.02
2674,19560102,0.00,0.04
2675,19560103,0.00,0.06
2676,19560104,0.00,0.08
2677,19560105,0.00,0.1
2678,19560106,0.00,0.12
2679,19560107,0.00,0.14
2680,19560108,0.00,0.16
2681,19560109,0.00,0.18
2682,19560110,0.00,0.2
2683,19560111,0.00,0.22
2684,19560112,0.00,0.23
2685,19560113,0.00,0.25
2686,19560114,0.00,0.27
2687,19560115,0.00,0.29
2688,19560116,T,0.31
2689,19560117,T,0.33
2690,19560118,T,0.35
2691,19560119,T,0.36
2692,19560120,T,0.38
2693,19560121,T,0.39
2694,19560122,T,0.41
2695,19560123,T,0.43
2696,19560124,T,0.44
2697,19560125,T,0.46
2698,19560126,0.23,0.47
2699,19560127,0.23,0.49
2700,19560128,0.23,0.51
2701,19560129,0.23,0.52
2702,19560130,0.23,0.54
2703,19560131,0.23,0.56
2704,19560201,0.23,0.58
2705,19560202,0.23,0.6
2706,19560203,0.23,0.63
2707,19560204,0.23,0.65
2708,19560205,0.23,0.67
2709,19560206,0.23,0.69
2710,19560207,0.23,0.72
2711,19560208,0.23,0.75
2712,19560209,0.23,0.77
2713,19560210,0.23,0.8
2714,19560211,0.23,0.83
2715,19560212,0.23,0.85
2716,19560213,0.23,0.88
2717,19560214,0.23,0.92
2718,19560215,0.23,0.95
2719,19560216,0.23,0.98
2720,19560217,0.23,1.01
2721,19560218,0.23,1.05
2722,19560219,0.23,1.08
2723,19560220,0.23,1.11
2724,19560221,0.23,1.14
2725,19560222,0.23,1.18
2726,19560223,0.23,1.21
2727,19560224,0.23,1.24
2728,19560225,0.23,1.27
2729,19560226,0.23,1.3
2730,19560227,0.23,1.33
2731,19560228,0.23,1.36
2732,19560229,0.23,1.36
2733,19560301,0.23,1.38
2734,19560302,0.23,1.4
2735,19560303,0.23,1.42
2736,19560304,0.23,1.44
2737,19560305,0.23,1.46
2738,19560306,0.23,1.48
2739,19560307,0.23,1.5
2740,19560308,0.23,1.52
2741,19560309,0.23,1.53
2742,19560310,0.23,1.55
2743,19560311,0.23,1.56
2744,19560312,0.23,1.58
2745,19560313,0.23,1.59
2746,19560314,0.23,1.61
2747,19560315,0.23,1.62
2748,19560316,0.23,1.63
2749,19560317,0.23,1.64
2750,19560318,0.23,1.65
2751,19560319,0.23,1.66
2752,19560320,0.23,1.68
2753,19560321,0.23,1.69
2754,19560322,0.23,1.7
2755,19560323,0.23,1.71
2756,19560324,0.23,1.72
2757,19560325,0.23,1.73
2758,19560326,0.23,1.74
2759,19560327,0.23,1.74
2760,19560328,0.23,1.75
2761,19560329,0.23,1.76
2762,19560330,0.23,1.77
2763,19560331,0.23,1.78
2764,19560401,0.23,1.79
2765,19560402,0.23,1.8
2766,19560403,0.23,1.81
2767,19560404,0.23,1.82
2768,19560405,0.23,1.83
2769,19560406,0.23,1.84
2770,19560407,0.23,1.85
2771,19560408,0.23,1.85
2772,19560409,0.23,1.86
2773,19560410,0.23,1.87
2774,19560411,0.23,1.88
2775,19560412,0.23,1.88
2776,19560413,0.29,1.89
2777,19560414,0.29,1.89
2778,19560415,0.29,1.9
2779,19560416,0.29,1.9
2780,19560417,0.29,1.91
2781,19560418,0.31,1.92
2782,19560419,0.31,1.92
2783,19560420,0.31,1.93
2784,19560421,0.31,1.93
2785,19560422,0.31,1.94
2786,19560423,0.31,1.94
2787,19560424,0.31,1.95
2788,19560425,0.31,1.95
2789,19560426,0.31,1.96
2790,19560427,0.31,1.96
2791,19560428,0.31,1.97
2792,19560429,0.31,1.98
2793,19560430,0.31,1.98
2794,19560501,0.31,1.98
2795,19560502,0.31,1.99
2796,19560503,0.31,1.99
2797,19560504,0.31,1.99
2798,19560505,0.31,2.0
2799,19560506,0.31,2.0
2800,19560507,0.31,2.0
2801,19560508,0.31,2.01
2802,19560509,0.31,2.01
2803,19560510,0.31,2.01
2804,19560511,0.31,2.02
2805,19560512,0.31,2.02
2806,19560513,0.31,2.02
2807,19560514,0.31,2.02
2808,19560515,0.31,2.03
2809,19560516,0.31,2.03
2810,19560517,0.31,2.03
2811,19560518,0.31,2.03
2812,19560519,0.31,2.03
2813,19560520,0.31,2.03
2814,19560521,0.31,2.04
2815,19560522,0.31,2.04
2816,19560523,0.31,2.04
2817,19560524,0.31,2.04
2818,19560525,0.31,2.04
2819,19560526,0.31,2.04
2820,19560527,0.31,2.05
2821,19560528,0.31,2.05
2822,19560529,0.31,2.05
2823,19560530,0.31,2.05
2824,19560531,0.31,2.05
2825,19560601,0.31,2.05
2826,19560602,0.31,2.05
2827,19560603,0.31,2.05
2828,19560604,0.31,2.05
2829,19560605,0.31,2.05
2830,19560606,0.31,2.06
2831,19560607,0.31,2.06
2832,19560608,0.31,2.06
2833,19560609,0.31,2.06
2834,19560610,0.31,2.06
2835,19560611,0.31,2.06
2836,19560612,0.31,2.06
2837,19560613,0.31,2.06
2838,19560614,0.31,2.06
2839,19560615,0.31,2.06
2840,19560616,0.31,2.06
2841,19560617,0.31,2.06
2842,19560618,0.31,2.06
2843,19560619,0.31,2.06
2844,19560620,0.31,2.06
2845,19560621,0.31,2.07
2846,19560622,0.31,2.07
2847,19560623,0.31,2.07
2848,19560624,0.31,2.07
2849,19560625,0.31,2.07
2850,19560626,0.31,2.08
2851,19560627,0.31,2.08
2852,19560628,0.31,2.08
2853,19560629,0.31,2.09
2854,19560630,0.31,2.09
2855,19560701,0.31,2.1
2856,19560702,0.31,2.11
2857,19560703,0.31,2.11
2858,19560704,0.31,2.12
2859,19560705,0.31,2.13
2860,19560706,0.31,2.14
2861,19560707,0.31,2.15
2862,19560708,0.31,2.17
2863,19560709,0.31,2.18
2864,19560710,0.31,2.19
2865,19560711,0.31,2.2
2866,19560712,0.31,2.21
2867,19560713,0.31,2.23
2868,19560714,0.31,2.24
2869,19560715,0.31,2.25
2870,19560716,0.31,2.27
2871,19560717,0.31,2.28
2872,19560718,0.31,2.3
2873,19560719,0.31,2.31
2874,19560720,0.34,2.32
2875,19560721,0.34,2.34
2876,19560722,0.44,2.35
2877,19560723,0.49,2.37
2878,19560724,1.81,2.38
2879,19560725,1.81,2.39
2880,19560726,1.81,2.4
2881,19560727,1.81,2.42
2882,19560728,1.94,2.43
2883,19560729,1.95,2.44
2884,19560730,1.95,2.46
2885,19560731,1.95,2.47
2886,19560801,1.95,2.48
2887,19560802,1.95,2.49
2888,19560803,1.95,2.5
2889,19560804,1.95,2.51
2890,19560805,1.95,2.52
2891,19560806,1.95,2.53
2892,19560807,1.95,2.54
2893,19560808,1.95,2.55
2894,19560809,1.95,2.56
2895,19560810,1.95,2.57
2896,19560811,1.95,2.58
2897,19560812,1.95,2.59
2898,19560813,1.95,2.6
2899,19560814,1.95,2.61
2900,19560815,1.95,2.62
2901,19560816,1.95,2.63
2902,19560817,1.95,2.64
2903,19560818,1.95,2.65
2904,19560819,1.95,2.66
2905,19560820,1.95,2.67
2906,19560821,1.95,2.68
2907,19560822,1.95,2.69
2908,19560823,1.95,2.7
2909,19560824,1.95,2.71
2910,19560825,1.95,2.72
2911,19560826,1.95,2.73
2912,19560827,1.95,2.74
2913,19560828,1.95,2.75
2914,19560829,1.95,2.77
2915,19560830,1.95,2.78
2916,19560831,1.95,2.79
2917,19560901,1.95,2.8
2918,19560902,1.95,2.82
2919,19560903,1.95,2.83
2920,19560904,1.95,2.84
2921,19560905,1.95,2.86
2922,19560906,1.95,2.87
2923,19560907,1.95,2.88
2924,19560908,1.95,2.89
2925,19560909,1.95,2.9
2926,19560910,1.95,2.92
2927,19560911,1.95,2.93
2928,19560912,1.95,2.94
2929,19560913,1.95,2.95
2930,19560914,1.95,2.96
2931,19560915,1.95,2.98
2932,19560916,1.95,2.99
2933,19560917,1.95,3.0
2934,19560918,1.95,3.01
2935,19560919,1.95,3.02
2936,19560920,1.95,3.03
2937,19560921,1.95,3.04
2938,19560922,1.95,3.05
2939,19560923,1.95,3.06
2940,19560924,1.95,3.07
2941,19560925,1.95,3.08
2942,19560926,1.95,3.08
2943,19560927,1.95,3.09
2944,19560928,1.95,3.1
2945,19560929,1.95,3.1
2946,19560930,1.95,3.11
2947,19561001,1.95,3.12
2948,19561002,2.01,3.12
2949,19561003,2.04,3.13
2950,19561004,2.04,3.14
2951,19561005,2.04,3.15
2952,19561006,2.04,3.16
2953,19561007,2.04,3.17
2954,19561008,2.04,3.18
2955,19561009,2.04,3.19
2956,19561010,2.04,3.2
2957,19561011,2.04,3.21
2958,19561012,2.04,3.22
2959,19561013,2.04,3.23
2960,19561014,2.04,3.24
2961,19561015,2.04,3.26
2962,19561016,2.04,3.27
2963,19561017,2.04,3.28
2964,19561018,2.04,3.29
2965,19561019,2.04,3.3
2966,19561020,2.04,3.31
2967,19561021,2.04,3.32
2968,19561022,2.04,3.33
2969,19561023,2.04,3.34
2970,19561024,2.04,3.36
2971,19561025,2.04,3.37
2972,19561026,2.04,3.38
2973,19561027,2.04,3.39
2974,19561028,2.04,3.4
2975,19561029,2.04,3.41
2976,19561030,2.04,3.42
2977,19561031,2.04,3.43
2978,19561101,2.04,3.44
2979,19561102,2.04,3.45
2980,19561103,2.04,3.46
2981,19561104,2.04,3.46
2982,19561105,2.04,3.47
2983,19561106,2.04,3.48
2984,19561107,2.04,3.49
2985,19561108,2.04,3.5
2986,19561109,2.04,3.51
2987,19561110,2.04,3.52
2988,19561111,2.04,3.52
2989,19561112,2.04,3.53
2990,19561113,2.04,3.54
2991,19561114,2.04,3.55
2992,19561115,2.04,3.56
2993,19561116,2.04,3.57
2994,19561117,2.04,3.58
2995,19561118,2.04,3.59
2996,19561119,2.04,3.6
2997,19561120,2.04,3.61
2998,19561121,2.04,3.62
2999,19561122,2.04,3.63
3000,19561123,2.04,3.65
3001,19561124,2.04,3.66
3002,19561125,2.04,3.67
3003,19561126,2.04,3.68
3004,19561127,2.04,3.69
3005,19561128,2.04,3.71
3006,19561129,2.04,3.72
3007,19561130,2.04,3.73
3008,19561201,2.04,3.74
3009,19561202,2.04,3.75
3010,19561203,2.04,3.77
3011,19561204,2.04,3.78
3012,19561205,2.04,3.79
3013,19561206,2.04,3.8
3014,19561207,2.04,3.81
3015,19561208,2.04,3.82
3016,19561209,2.04,3.83
3017,19561210,2.04,3.85
3018,19561211,2.04,3.86
3019,19561212,2.04,3.87
3020,19561213,2.04,3.88
3021,19561214,2.04,3.9
3022,19561215,2.04,3.91
3023,19561216,2.04,3.93
3024,19561217,2.04,3.94
3025,19561218,2.04,3.96
3026,19561219,2.04,3.97
3027,19561220,2.04,3.98
3028,19561221,2.04,4.0
3029,19561222,2.04,4.02
3030,19561223,2.04,4.03
3031,19561224,2.04,4.05
3032,19561225,2.04,4.07
3033,19561226,2.04,4.08
3034,19561227,2.04,4.1
3035,19561228,2.04,4.12
3036,19561229,2.04,4.14
3037,19561230,2.04,4.16
3038,19561231,2.04,4.18
3039,19570101,T,0.02
3040,19570102,T,0.04
3041,19570103,T,0.06
3042,19570104,T,0.08
3043,19570105,T,0.1
3044,19570106,T,0.12
3045,19570107,T,0.14
3046,19570108,T,0.16
3047,19570109,T,0.18
3048,19570110,0.02,0.2
3049,19570111,0.02,0.22
3050,19570112,0.13,0.23
3051,19570113,0.22,0.25
3052,19570114,0.22,0.27
3053,19570115,0.22,0.29
3054,19570116,0.22,0.31
3055,19570117,0.22,0.33
3056,19570118,0.22,0.35
3057,19570119,0.22,0.36
3058,19570120,0.22,0.38
3059,19570121,0.23,0.39
3060,19570122,0.23,0.41
3061,19570123,0.23,0.43
3062,19570124,0.23,0.44
3063,19570125,0.23,0.46
3064,19570126,0.23,0.47
3065,19570127,0.23,0.49
3066,19570128,0.23,0.51
3067,19570129,0.26,0.52
3068,19570130,0.26,0.54
3069,19570131,0.26,0.56
3070,19570201,0.26,0.58
3071,19570202,0.26,0.6
3072,19570203,0.26,0.63
3073,19570204,0.26,0.65
3074,19570205,0.26,0.67
3075,19570206,0.26,0.69
3076,19570207,0.26,0.72
3077,19570208,0.26,0.75
3078,19570209,0.26,0.77
3079,19570210,0.26,0.8
3080,19570211,0.26,0.83
3081,19570212,0.26,0.85
3082,19570213,0.26,0.88
3083,19570214,0.26,0.92
3084,19570215,0.26,0.95
3085,19570216,0.26,0.98
3086,19570217,0.26,1.01
3087,19570218,0.26,1.05
3088,19570219,0.26,1.08
3089,19570220,0.26,1.11
3090,19570221,0.26,1.14
3091,19570222,0.26,1.18
3092,19570223,0.41,1.21
3093,19570224,0.41,1.24
3094,19570225,0.41,1.27
3095,19570226,0.41,1.3
3096,19570227,0.41,1.33
3097,19570228,0.42,1.36
3098,19570301,0.52,1.38
3099,19570302,0.52,1.4
3100,19570303,0.52,1.42
3101,19570304,0.52,1.44
3102,19570305,0.52,1.46
3103,19570306,0.52,1.48
3104,19570307,0.52,1.5
3105,19570308,0.52,1.52
3106,19570309,0.52,1.53
3107,19570310,0.52,1.55
3108,19570311,0.52,1.56
3109,19570312,0.52,1.58
3110,19570313,0.52,1.59
3111,19570314,0.52,1.61
3112,19570315,0.52,1.62
3113,19570316,0.52,1.63
3114,19570317,0.52,1.64
3115,19570318,0.52,1.65
3116,19570319,0.52,1.66
3117,19570320,0.52,1.68
3118,19570321,0.52,1.69
3119,19570322,0.52,1.7
3120,19570323,0.52,1.71
3121,19570324,0.52,1.72
3122,19570325,0.52,1.73
3123,19570326,0.52,1.74
3124,19570327,0.52,1.74
3125,19570328,0.52,1.75
3126,19570329,0.52,1.76
3127,19570330,0.52,1.77
3128,19570331,0.52,1.78
3129,19570401,0.52,1.79
3130,19570402,0.52,1.8
3131,19570403,0.52,1.81
3132,19570404,0.52,1.82
3133,19570405,0.52,1.83
3134,19570406,0.52,1.84
3135,19570407,0.52,1.85
3136,19570408,0.52,1.85
3137,19570409,0.52,1.86
3138,19570410,0.52,1.87
3139,19570411,0.52,1.88
3140,19570412,0.52,1.88
3141,19570413,0.52,1.89
3142,19570414,0.52,1.89
3143,19570415,0.52,1.9
3144,19570416,0.52,1.9
3145,19570417,0.52,1.91
3146,19570418,0.54,1.92
3147,19570419,0.54,1.92
3148,19570420,0.54,1.93
3149,19570421,1.07,1.93
3150,19570422,1.07,1.94
3151,19570423,1.07,1.94
3152,19570424,1.07,1.95
3153,19570425,1.07,1.95
3154,19570426,1.07,1.96
3155,19570427,1.07,1.96
3156,19570428,1.07,1.97
3157,19570429,1.07,1.98
3158,19570430,1.07,1.98
3159,19570501,1.07,1.98
3160,19570502,1.07,1.99
3161,19570503,1.07,1.99
3162,19570504,1.07,1.99
3163,19570505,1.07,2.0
3164,19570506,1.07,2.0
3165,19570507,1.19,2.0
3166,19570508,1.19,2.01
3167,19570509,1.19,2.01
3168,19570510,1.19,2.01
3169,19570511,1.19,2.02
3170,19570512,1.19,2.02
3171,19570513,1.19,2.02
3172,19570514,1.19,2.02
3173,19570515,1.19,2.03
3174,19570516,1.19,2.03
3175,19570517,1.19,2.03
3176,19570518,1.19,2.03
3177,19570519,1.19,2.03
3178,19570520,1.19,2.03
3179,19570521,1.21,2.04
3180,19570522,1.21,2.04
3181,19570523,1.22,2.04
3182,19570524,1.22,2.04
3183,19570525,1.22,2.04
3184,19570526,1.22,2.04
3185,19570527,1.22,2.05
3186,19570528,1.22,2.05
3187,19570529,1.22,2.05
3188,19570530,1.22,2.05
3189,19570531,1.22,2.05
3190,19570601,1.22,2.05
3191,19570602,1.22,2.05
3192,19570603,1.22,2.05
3193,19570604,1.22,2.05
3194,19570605,1.22,2.05
3195,19570606,1.22,2.06
3196,19570607,1.22,2.06
3197,19570608,1.22,2.06
3198,19570609,1.22,2.06
3199,19570610,1.22,2.06
3200,19570611,1.22,2.06
3201,19570612,1.22,2.06
3202,19570613,1.22,2.06
3203,19570614,1.22,2.06
3204,19570615,1.22,2.06
3205,19570616,1.22,2.06
3206,19570617,1.22,2.06
3207,19570618,1.22,2.06
3208,19570619,1.22,2.06
3209,19570620,1.22,2.06
3210,19570621,1.22,2.07
3211,19570622,1.22,2.07
3212,19570623,1.22,2.07
3213,19570624,1.22,2.07
3214,19570625,1.22,2.07
3215,19570626,1.22,2.08
3216,19570627,1.22,2.08
3217,19570628,1.22,2.08
3218,19570629,1.22,2.09
3219,19570630,1.22,2.09
3220,19570701,1.22,2.1
3221,19570702,1.22,2.11
3222,19570703,1.22,2.11
3223,19570704,1.22,2.12
3224,19570705,1.22,2.13
3225,19570706,1.22,2.14
3226,19570707,1.22,2.15
3227,19570708,1.22,2.17
3228,19570709,1.22,2.18
3229,19570710,1.22,2.19
3230,19570711,1.22,2.2
3231,19570712,1.22,2.21
3232,19570713,1.22,2.23
3233,19570714,1.22,2.24
3234,19570715,1.22,2.25
3235,19570716,1.22,2.27
3236,19570717,1.22,2.28
3237,19570718,1.22,2.3
3238,19570719,1.22,2.31
3239,19570720,1.22,2.32
3240,19570721,1.22,2.34
3241,19570722,1.22,2.35
3242,19570723,1.22,2.37
3243,19570724,1.22,2.38
3244,19570725,1.22,2.39
3245,19570726,1.63,2.4
3246,19570727,1.63,2.42
3247,19570728,1.63,2.43
3248,19570729,1.63,2.44
3249,19570730,1.63,2.46
3250,19570731,1.63,2.47
3251,19570801,1.63,2.48
3252,19570802,1.63,2.49
3253,19570803,1.63,2.5
3254,19570804,1.63,2.51
3255,19570805,1.63,2.52
3256,19570806,1.63,2.53
3257,19570807,1.63,2.54
3258,19570808,1.63,2.55
3259,19570809,1.63,2.56
3260,19570810,1.63,2.57
3261,19570811,1.63,2.58
3262,19570812,1.63,2.59
3263,19570813,1.63,2.6
3264,19570814,1.63,2.61
3265,19570815,1.63,2.62
3266,19570816,1.63,2.63
3267,19570817,1.63,2.64
3268,19570818,1.63,2.65
3269,19570819,1.63,2.66
3270,19570820,1.64,2.67
3271,19570821,4.22,2.68
3272,19570822,4.22,2.69
3273,19570823,4.22,2.7
3274,19570824,4.22,2.71
3275,19570825,4.22,2.72
3276,19570826,4.22,2.73
3277,19570827,4.22,2.74
3278,19570828,4.22,2.75
3279,19570829,4.22,2.77
3280,19570830,4.22,2.78
3281,19570831,4.22,2.79
3282,19570901,4.22,2.8
3283,19570902,4.22,2.82
3284,19570903,4.22,2.83
3285,19570904,4.22,2.84
3286,19570905,4.22,2.86
3287,19570906,4.22,2.87
3288,19570907,4.22,2.88
3289,19570908,4.22,2.89
3290,19570909,4.22,2.9
3291,19570910,4.22,2.92
3292,19570911,4.22,2.93
3293,19570912,4.22,2.94
3294,19570913,4.22,2.95
3295,19570914,4.22,2.96
3296,19570915,4.22,2.98
3297,19570916,4.22,2.99
3298,19570917,4.22,3.0
3299,19570918,4.22,3.01
3300,19570919,4.22,3.02
3301,19570920,4.22,3.03
3302,19570921,4.22,3.04
3303,19570922,4.22,3.05
3304,19570923,4.22,3.06
3305,19570924,4.22,3.07
3306,19570925,4.22,3.08
3307,19570926,4.22,3.08
3308,19570927,4.22,3.09
3309,19570928,4.22,3.1
3310,19570929,4.22,3.1
3311,19570930,4.22,3.11
3312,19571001,4.22,3.12
3313,19571002,4.22,3.12
3314,19571003,4.22,3.13
3315,19571004,4.22,3.14
3316,19571005,4.22,3.15
3317,19571006,4.22,3.16
3318,19571007,4.22,3.17
3319,19571008,4.22,3.18
3320,19571009,4.22,3.19
3321,19571010,4.22,3.2
3322,19571011,4.24,3.21
3323,19571012,4.47,3.22
3324,19571013,4.47,3.23
3325,19571014,4.47,3.24
3326,19571015,4.48,3.26
3327,19571016,4.48,3.27
3328,19571017,4.48,3.28
3329,19571018,4.48,3.29
3330,19571019,4.48,3.3
3331,19571020,4.48,3.31
3332,19571021,4.48,3.32
3333,19571022,4.48,3.33
3334,19571023,4.48,3.34
3335,19571024,4.48,3.36
3336,19571025,4.48,3.37
3337,19571026,4.50,3.38
3338,19571027,4.50,3.39
3339,19571028,4.54,3.4
3340,19571029,4.54,3.41
3341,19571030,4.54,3.42
3342,19571031,4.71,3.43
3343,19571101,4.71,3.44
3344,19571102,4.71,3.45
3345,19571103,4.72,3.46
3346,19571104,4.72,3.46
3347,19571105,4.91,3.47
3348,19571106,4.91,3.48
3349,19571107,4.91,3.49
3350,19571108,4.91,3.5
3351,19571109,4.91,3.51
3352,19571110,4.91,3.52
3353,19571111,4.91,3.52
3354,19571112,4.91,3.53
3355,19571113,4.91,3.54
3356,19571114,4.91,3.55
3357,19571115,4.91,3.56
3358,19571116,4.97,3.57
3359,19571117,4.97,3.58
3360,19571118,4.97,3.59
3361,19571119,4.97,3.6
3362,19571120,4.97,3.61
3363,19571121,4.97,3.62
3364,19571122,4.97,3.63
3365,19571123,4.97,3.65
3366,19571124,4.97,3.66
3367,19571125,4.97,3.67
3368,19571126,4.97,3.68
3369,19571127,4.97,3.69
3370,19571128,4.97,3.71
3371,19571129,4.97,3.72
3372,19571130,4.97,3.73
3373,19571201,4.97,3.74
3374,19571202,4.97,3.75
3375,19571203,4.97,3.77
3376,19571204,4.97,3.78
3377,19571205,4.97,3.79
3378,19571206,4.97,3.8
3379,19571207,4.97,3.81
3380,19571208,4.97,3.82
3381,19571209,4.97,3.83
3382,19571210,4.97,3.85
3383,19571211,4.97,3.86
3384,19571212,4.97,3.87
3385,19571213,4.97,3.88
3386,19571214,4.97,3.9
3387,19571215,4.98,3.91
3388,19571216,4.98,3.93
3389,19571217,4.98,3.94
3390,19571218,4.98,3.96
3391,19571219,4.98,3.97
3392,19571220,4.98,3.98
3393,19571221,4.98,4.0
3394,19571222,4.98,4.02
3395,19571223,4.98,4.03
3396,19571224,4.98,4.05
